allocationRate_MBs,heapSize_GB,maxPauseTarget,maxResponseTime,meanResponseTime_ms,standardDeviation_ms,95pt,98pt,99pt,99.9pt,99.99pt,gcTotalPause,gcMeanPause,gcMaxPause,gc95,gc99,gc99.9,gc99.99
1500,20,50,2621,26,93,117,413,1288,1958,,,,,,,
1500,24,500,3163,34,147,226,618,2026,2621,59.393885399999995,0.09236996174183514,0.4978936,0.39874555,0.4607886940000001,0.49398908439999967,0.4975031484399998
1500,42,300,2675,19,74,114,378,870,1366,50.50113300000002,0.07492749703264097,0.4955103,0.3020184,0.34504303699999994,0.4284540605999998,0.4888046760599955
1500,16,400,2192,35,125,250,620,1449,1806,77.55614259999997,0.09706651138923651,0.4472554,0.33808311999999996,0.40807812199999993,0.44627505700000003,0.4471573657000001
1500,28,400,7015,41,204,229,748,2739,4001,56.88495190000001,0.0808024884943182,0.5479505,0.3538336000000001,0.43996272200000064,0.5396223402000002,0.5471176840200004
1500,30,300,2704,22,88,134,381,1260,1725,54.924851999999994,0.0788017962697274,0.4063458,0.29527976,0.3252473799999999,0.3849528479999992,0.40420650479999887
1500,48,400,7509,58,387,214,1279,6011,6873,48.19864570000001,0.07554646661442008,0.5980678,0.39675091999999984,0.456299958,0.5852849298999989,0.5967895129899992
1500,22,300,2642,23,96,154,388,1406,1888,61.51046380000001,0.07875859641485276,0.4406781,0.2801412,0.34070710000000043,0.42714868800000044,0.43932515880000045
1500,48,500,5783,40,191,224,779,2484,3497,44.05791999999999,0.07492843537414964,0.6266416,0.47037801999999995,0.539414296,0.6013349734000004,0.6241109373399981
1500,44,600,2431,34,142,210,710,1555,2170,46.248560700000006,0.07799082748735245,0.6114513,0.49240439999999996,0.5775785120000002,0.6111097752,0.61141714752
1500,28,100,605,13,33,87,170,300,372,75.92526700000002,0.06506021165381322,0.2500894,0.13350675,0.2099531659999998,0.24967175200000005,0.2500557609
1500,40,600,2139,32,130,201,680,1360,1790,46.32138389999999,0.07837797614213196,0.5776842,0.47761030000000004,0.54590535,0.5765497479999999,0.5775707548000001
1500,20,100,1278,12,33,85,169,296,393,79.42361140000006,0.06663054647651011,2.2658954,0.139680825,0.21218026399999995,0.3731440687999983,2.041745412620208
1500,36,100,483,11,30,79,162,248,311,68.306709,0.06176013471971067,0.2130923,0.128456325,0.17936660500000007,0.21013042999999995,0.2128097294
1500,16,50,3046,36,132,166,542,1928,2399,,,,,,,
1500,28,200,1164,16,51,116,276,383,738,58.75647930000002,0.07465880470139774,0.2609293,0.21960657999999994,0.23823682599999998,0.26029861360000006,0.26086623136000003
1500,34,300,1321,19,68,121,370,644,1021,53.91441349999998,0.07426227754820934,0.443496,0.30057405,0.35597864999999995,0.41178536999999904,0.4403249370000004
1500,44,300,1206,18,63,117,364,482,564,52.52524099999999,0.07758528951255537,0.3692083,0.30122045999999997,0.330824236,0.3618793107999995,0.3684754010800003
1500,24,100,1813,14,46,87,178,649,1148,75.02934409999989,0.06564247077865257,0.2506049,0.13710077999999992,0.20587663799999964,0.24275462199999925,0.24993881708000013
1500,48,300,3200,25,132,120,425,2120,2644,48.874699799999966,0.07273020803571424,0.441513,0.325882095,0.35136433699999997,0.4070072275999974,0.43806242276000096
1500,8,200,11451,498,1142,2707,3992,10269,10940,332.05958029999994,0.11779339492727915,5.4683011,0.39334791999999996,0.9127194640000001,1.2108191163998174,4.503432243620861
1500,8,600,8774,290,696,1765,2841,4408,6048,231.45520749999994,0.13511687536485695,0.7842805,0.43668005999999965,0.5808318279999998,0.6651659424000003,0.7668043868800001
1500,20,600,6201,42,178,278,793,2399,2856,65.90067940000002,0.09242732033660592,0.5511034,0.3794480399999999,0.492510092,0.5411048552000002,0.5501035455200003
1500,32,300,2823,22,94,137,399,1259,2040,55.304629400000024,0.07778428888888893,0.4323833,0.29646435000000004,0.32915072999999995,0.41842015599999927,0.43098698559999954
1500,8,50,6156,645,1260,3282,4173,4848,5208,,,,,,,
1500,24,600,2025,36,133,270,676,1274,1638,61.2448621,0.09182138245877061,0.5760443,0.4297540299999999,0.5093283640000001,0.5558626351999983,0.5740261335200001
1500,40,500,2538,31,127,185,626,1410,1897,47.65450170000001,0.07552218969889067,0.5422647,0.4527219,0.4897860800000001,0.5309560740000001,0.5411338374000003
1500,28,300,2810,20,69,136,379,615,871,57.115736000000034,0.07878032551724143,0.401732,0.2963622799999999,0.322151388,0.4012900704,0.40168780703999996
1500,32,500,4638,36,164,225,686,2283,2881,52.52020209999998,0.08142666992248059,0.5040652,0.4016606,0.45572348799999995,0.4900388799999999,0.5026625680000005
1500,24,400,1379,23,80,157,436,738,1022,58.18032799999997,0.08299618830242506,0.4851767,0.3414441,0.3790714,0.47191652999999917,0.4838506830000012
1500,32,400,2504,30,115,217,552,1192,1772,53.5562874,0.08329127122861586,0.442873,0.37725019,0.4282867380000003,0.44201150019999996,0.44278685001999996
1500,26,300,2907,21,79,140,382,950,1580,57.22869239999999,0.08026464572230013,0.4288344,0.29594618,0.339940244,0.3942190960000005,0.42537286960000115
1500,16,200,1182,19,55,141,283,455,585,74.1224088,0.08030596836403034,0.3327044,0.21011166999999997,0.27573476399999997,0.3107461401999994,0.33050857402000156
1500,50,300,4506,21,96,110,389,1594,2205,47.81583659999998,0.07255817389984823,0.4171156,0.31278697,0.351059434,0.376266433599999,0.413030683360002
1500,8,400,12027,443,939,2395,3636,4836,5841,300.60724259999995,0.13092649939024387,1.8611876,0.408883625,0.7206972100000023,1.020881158499997,1.671724884800069
